date,vh,vv
2022-11-01/2022-12-01,0.0045746826,0.011928353
2022-11-01/2022-12-01,0.005665132,0.034640014
2022-11-01/2022-12-01,0.005780267,0.04702411
2022-11-01/2022-12-01,0.010182837,0.123570114
2022-11-01/2022-12-01,0.019237185,0.12708366
2022-11-01/2022-12-01,0.0060391384,0.023436073
2022-11-01/2022-12-01,0.00873241,0.07983687
2022-11-01/2022-12-01,0.0148990555,0.099544525
2022-11-01/2022-12-01,0.0068144,0.020183908
2022-11-01/2022-12-01,0.0062381066,0.023521835
2022-11-01/2022-12-01,0.0064412905,0.036735967
2022-11-01/2022-12-01,0.008532984,0.07891777
2022-11-01/2022-12-01,0.012932651,0.1323833
2022-11-01/2022-12-01,0.010666487,0.073567964
2022-11-01/2022-12-01,0.0065658614,0.08103071
2022-11-01/2022-12-01,0.003992459,0.008764768
2022-11-01/2022-12-01,0.0055435207,0.014062045
2022-11-01/2022-12-01,0.0040049707,0.016469762
2022-11-01/2022-12-01,0.016031805,0.175417
2022-11-01/2022-12-01,0.013692932,0.09597179
2022-11-01/2022-12-01,0.005220608,0.01124165
2022-11-01/2022-12-01,0.0075942967,0.03133789
2022-11-01/2022-12-01,0.010072634,0.10723622
2022-11-01/2022-12-01,0.0061659403,0.04219447
2022-11-01/2022-12-01,0.006433648,0.015144325
2022-11-01/2022-12-01,0.0075667365,0.042082123
2022-11-01/2022-12-01,0.0066571757,0.07181319
2022-11-01/2022-12-01,0.00527394,0.0273635
2022-11-01/2022-12-01,0.006804811,0.03362591
2022-11-01/2022-12-01,0.005340651,0.040172346
2022-11-01/2022-12-01,0.0062299473,0.017490972
2022-11-01/2022-12-01,0.010255588,0.08009638
2022-11-01/2022-12-01,0.0037448877,0.014937736
2022-11-01/2022-12-01,0.013033666,0.11680956
2022-11-01/2022-12-01,0.011401404,0.09499514
2022-11-01/2022-12-01,0.009263669,0.087878615
2022-11-01/2022-12-01,0.00987764,0.049419306
2022-11-01/2022-12-01,0.0062265256,0.024734743
2022-11-01/2022-12-01,0.0060096337,0.01309933
2022-11-01/2022-12-01,0.013569029,0.07216467
2022-11-01/2022-12-01,0.0076106116,0.025356414
2022-11-01/2022-12-01,0.011753293,0.1216349
2022-11-01/2022-12-01,0.0059847916,0.04771684
2022-11-01/2022-12-01,0.006710299,0.07542679
2022-11-01/2022-12-01,0.004000255,0.011433264
2022-11-01/2022-12-01,0.011404999,0.114664376
2022-11-01/2022-12-01,0.008403787,0.026800282
2022-11-01/2022-12-01,0.00464385,0.011745204
2022-11-01/2022-12-01,0.0076131728,0.05276905
2022-11-01/2022-12-01,0.0061839293,0.026121546
2022-11-01/2022-12-01,0.014840992,0.085110836
2022-11-01/2022-12-01,0.0074657197,0.049746715
2022-11-01/2022-12-01,0.005422008,0.045682736
2022-11-01/2022-12-01,0.006451512,0.037356403
2022-11-01/2022-12-01,0.006890557,0.019368332
2022-11-01/2022-12-01,0.009145286,0.058862403
2022-11-01/2022-12-01,0.005182357,0.01966339
2022-11-01/2022-12-01,0.010928142,0.06788728
2022-11-01/2022-12-01,0.0053549865,0.049699966
2022-11-01/2022-12-01,0.007108392,0.08554691
2022-11-01/2022-12-01,0.0054458743,0.051192656
2022-11-01/2022-12-01,0.01047393,0.055766497
2022-11-01/2022-12-01,0.015201367,0.042554654
2022-11-01/2022-12-01,0.0062226527,0.02993225
2022-11-01/2022-12-01,0.0053732893,0.053248104
2022-11-01/2022-12-01,0.005721785,0.04350823
2022-11-01/2022-12-01,0.0046907207,0.014697505
2022-11-01/2022-12-01,0.011189294,0.08803955
2022-11-01/2022-12-01,0.00816557,0.101256736
2022-11-01/2022-12-01,0.0073953355,0.02242507
2022-11-01/2022-12-01,0.0072589926,0.029156197
2022-11-01/2022-12-01,0.0051366263,0.014784186
2022-11-01/2022-12-01,0.005809145,0.017780978
2022-11-01/2022-12-01,0.009471979,0.031202255
2022-11-01/2022-12-01,0.0050290683,0.015156692
2022-11-01/2022-12-01,0.004716233,0.011550866
2022-11-01/2022-12-01,0.009218799,0.036255747
2022-11-01/2022-12-01,0.008410642,0.05463018
2022-11-01/2022-12-01,0.007829602,0.02725499
2022-11-01/2022-12-01,0.0065645557,0.016766982
2022-11-01/2022-12-01,0.009971409,0.06894895
2022-11-01/2022-12-01,0.0075730584,0.027718546
2022-11-01/2022-12-01,0.0072867437,0.071247205
2022-11-01/2022-12-01,0.005689839,0.024994727
2022-11-01/2022-12-01,0.0053930776,0.053771462
2022-11-01/2022-12-01,0.004402212,0.015575537
2022-11-01/2022-12-01,0.0068448107,0.03491684
2022-11-01/2022-12-01,0.022855667,0.15217207
2022-11-01/2022-12-01,0.009484373,0.03927557
2022-11-01/2022-12-01,0.0069122836,0.07984406
2022-11-01/2022-12-01,0.007349538,0.042690434
2022-11-01/2022-12-01,0.016078908,0.12847015
2022-11-01/2022-12-01,0.006125634,0.04297503
2022-11-01/2022-12-01,0.0077725113,0.027964653
2022-11-01/2022-12-01,0.0073279394,0.0309312
2022-11-01/2022-12-01,0.0211179,0.34311444
2022-11-01/2022-12-01,0.007038609,0.14143649
2022-11-01/2022-12-01,0.006231109,0.15001479
2022-11-01/2022-12-01,0.004319035,0.049647443
2022-11-01/2022-12-01,0.012447225,0.2737838
2022-11-01/2022-12-01,0.006429736,0.30104834
2022-11-01/2022-12-01,0.010602376,0.06646845
2022-11-01/2022-12-01,0.003984634,0.033200346
2022-11-01/2022-12-01,0.009159399,0.23084566
2022-11-01/2022-12-01,0.017855193,0.37564433
2022-11-01/2022-12-01,0.006302662,0.26277676
2022-11-01/2022-12-01,0.005570763,0.05866123
2022-11-01/2022-12-01,0.016624454,0.24538553
2022-11-01/2022-12-01,0.0047336966,0.026521984
2022-11-01/2022-12-01,0.0055767195,0.06955633
2022-11-01/2022-12-01,0.0070934203,0.2845059
2022-11-01/2022-12-01,0.004393714,0.07738009
2022-11-01/2022-12-01,0.005409653,0.10523896
2022-11-01/2022-12-01,0.0044077053,0.028521173
2022-11-01/2022-12-01,0.023534745,0.078255065
2022-11-01/2022-12-01,0.0042568943,0.059218317
2022-11-01/2022-12-01,0.006964952,0.05213794
2022-11-01/2022-12-01,0.004096456,0.057812177
2022-11-01/2022-12-01,0.0045908378,0.059434175
2022-11-01/2022-12-01,0.0220447,0.32128534
2022-11-01/2022-12-01,0.00828416,0.20316994
2022-11-01/2022-12-01,0.006645554,0.075475365
2022-11-01/2022-12-01,0.008922389,0.050743952
2022-11-01/2022-12-01,0.013332374,0.23268336
2022-11-01/2022-12-01,0.017689582,0.379075
2022-11-01/2022-12-01,0.00443762,0.038402118
2022-11-01/2022-12-01,0.016151832,0.29908872
2022-11-01/2022-12-01,0.010941552,0.30746973
2022-11-01/2022-12-01,0.0050781546,0.09614968
2022-11-01/2022-12-01,0.0041805366,0.022261046
2022-11-01/2022-12-01,0.0071509527,0.14562725
2022-11-01/2022-12-01,0.009411896,0.18027773
2022-11-01/2022-12-01,0.015007116,0.3146432
2022-11-01/2022-12-01,0.005425688,0.08077134
2022-11-01/2022-12-01,0.0039842874,0.07790202
2022-11-01/2022-12-01,0.0038278485,0.028887857
2022-11-01/2022-12-01,0.016489021,0.28972322
2022-11-01/2022-12-01,0.005824562,0.122628614
2022-11-01/2022-12-01,0.004621947,0.120882064
2022-11-01/2022-12-01,0.008129836,0.2092776
2022-11-01/2022-12-01,0.015497095,0.12114307
2022-11-01/2022-12-01,0.00836866,0.16451198
2022-11-01/2022-12-01,0.0105246445,0.19975495
2022-11-01/2022-12-01,0.012284458,0.28903922
2022-11-01/2022-12-01,0.022340938,0.25433993
2022-11-01/2022-12-01,0.010492318,0.23270953
2022-11-01/2022-12-01,0.012977682,0.3408141
2022-11-01/2022-12-01,0.0065417676,0.15903819
2022-11-01/2022-12-01,0.008790882,0.37462968
2022-11-01/2022-12-01,0.0049874578,0.08553297
2022-11-01/2022-12-01,0.00438401,0.03301495
2022-11-01/2022-12-01,0.0048884377,0.054161172
2022-11-01/2022-12-01,0.006107707,0.05137632
2022-11-01/2022-12-01,0.014284137,0.25814942
2022-11-01/2022-12-01,0.023325562,0.27671498
2022-11-01/2022-12-01,0.0076095546,0.21999332
2022-11-01/2022-12-01,0.006917659,0.055598572
2022-11-01/2022-12-01,0.0042134877,0.05035566
2022-11-01/2022-12-01,0.007222331,0.18989211
2022-11-01/2022-12-01,0.00737856,0.08711237
2022-11-01/2022-12-01,0.012546157,0.27139273
2022-11-01/2022-12-01,0.007079266,0.115168706
2022-11-01/2022-12-01,0.0141492905,0.4601379
2022-11-01/2022-12-01,0.004952183,0.036692973
2022-11-01/2022-12-01,0.017378803,0.38593584
2022-11-01/2022-12-01,0.0055589075,0.04998535
2022-11-01/2022-12-01,0.012578188,0.18474078
2022-11-01/2022-12-01,0.0062008924,0.07167086
2022-11-01/2022-12-01,0.0061191116,0.07107045
2022-11-01/2022-12-01,0.0055180327,0.0925688
2022-11-01/2022-12-01,0.004818477,0.07224007
2022-11-01/2022-12-01,0.016162444,0.33120516
2022-11-01/2022-12-01,0.010186402,0.16116774
2022-11-01/2022-12-01,0.0047656773,0.068543576
2022-11-01/2022-12-01,0.004517668,0.040120006
2022-11-01/2022-12-01,0.0057389387,0.067604184
2022-11-01/2022-12-01,0.0059249615,0.035956442
2022-11-01/2022-12-01,0.009843098,0.13371035
2022-11-01/2022-12-01,0.0050008483,0.057536952
2022-11-01/2022-12-01,0.029098721,0.08436356
2022-11-01/2022-12-01,0.024758767,0.17902681
2022-11-01/2022-12-01,0.00789034,0.16331731
2022-11-01/2022-12-01,0.0068249376,0.15542226
2022-11-01/2022-12-01,0.025060272,0.5940124
2022-11-01/2022-12-01,0.006252,0.18798542
2022-11-01/2022-12-01,0.004931148,0.028644163
2022-11-01/2022-12-01,0.004018684,0.039903134
2022-11-01/2022-12-01,0.0046116114,0.036154445
2022-11-01/2022-12-01,0.005694556,0.05607833
2022-11-01/2022-12-01,0.007652167,0.17408572
2022-11-01/2022-12-01,0.018010981,0.3461888
2022-11-01/2022-12-01,0.00803154,0.22491316
2022-11-01/2022-12-01,0.0066370023,0.13749003
2022-11-01/2022-12-01,0.0056338455,0.02948372
2022-11-01/2022-12-01,0.0054308604,0.04932292
2022-11-01/2022-12-01,0.008110285,0.083658904
2022-11-01/2022-12-01,0.01037226,0.2909208
2022-11-01/2022-12-01,0.008152699,0.15470073
2022-11-01/2022-12-01,0.0068891263,0.19161752
2022-11-01/2022-12-01,0.007897468,0.074539974
2022-11-01/2022-12-01,0.019044839,0.3437574
2022-11-01/2022-12-01,0.004602384,0.06653555
2022-11-01/2022-12-01,0.020633355,0.4044636
2022-11-01/2022-12-01,0.008581846,0.080150805
2022-11-01/2022-12-01,0.008670783,0.09179144
2022-11-01/2022-12-01,0.0063076834,0.05522151
2022-11-01/2022-12-01,0.0046618907,0.057265844
2022-11-01/2022-12-01,0.0046809157,0.11972797
2022-11-01/2022-12-01,0.01584733,0.3212319
2022-11-01/2022-12-01,0.019649569,0.31536144
2022-11-01/2022-12-01,0.018223243,0.35152096
2022-11-01/2022-12-01,0.00456176,0.04029991
2022-11-01/2022-12-01,0.005204668,0.072729066
2022-11-01/2022-12-01,0.015634034,0.35718143
2022-11-01/2022-12-01,0.039392874,0.24948825
2022-11-01/2022-12-01,0.0044403,0.06689486
2022-11-01/2022-12-01,0.0039893445,0.035261326
2022-11-01/2022-12-01,0.003873102,0.068507574
2022-11-01/2022-12-01,0.022738665,0.3371346
2022-11-01/2022-12-01,0.0039364174,0.045712642
2022-11-01/2022-12-01,0.004478665,0.02283526
2022-11-01/2022-12-01,0.023678552,0.27069443
2022-11-01/2022-12-01,0.028855026,0.41736877
2022-11-01/2022-12-01,0.012143484,0.29754043
2022-11-01/2022-12-01,0.019258786,0.38829508
2022-11-01/2022-12-01,0.013325297,0.2309415
2022-11-01/2022-12-01,0.0048922775,0.036997836
2022-11-01/2022-12-01,0.0070872842,0.19448769
2022-11-01/2022-12-01,0.004559556,0.03403663
2022-11-01/2022-12-01,0.010793956,0.2047404
2022-11-01/2022-12-01,0.004584473,0.055265788
2022-11-01/2022-12-01,0.008375943,0.12696865
2022-11-01/2022-12-01,0.005158907,0.059140358
2022-11-01/2022-12-01,0.005388602,0.14870593
2022-11-01/2022-12-01,0.040420145,0.2774698
2022-11-01/2022-12-01,0.004636046,0.04324765
2022-11-01/2022-12-01,0.0035240452,0.03714409
2022-11-01/2022-12-01,0.026959538,0.35035723
2022-11-01/2022-12-01,0.007037135,0.18117167
2022-11-01/2022-12-01,0.006761487,0.25021154
2022-11-01/2022-12-01,0.012415428,0.20703284
2022-11-01/2022-12-01,0.020181268,0.37509403
2022-11-01/2022-12-01,0.0050147013,0.06873083
2022-11-01/2022-12-01,0.0042115226,0.063476026
2022-11-01/2022-12-01,0.028410675,0.27890894
2022-11-01/2022-12-01,0.05013856,0.1931
2022-11-01/2022-12-01,0.038505778,0.24818003
2022-11-01/2022-12-01,0.0373941,0.31078023
2022-11-01/2022-12-01,0.04882166,0.31456134
2022-11-01/2022-12-01,0.04939562,0.29320315
2022-11-01/2022-12-01,0.051297456,0.21953781
2022-11-01/2022-12-01,0.056303382,0.19906121
2022-11-01/2022-12-01,0.05177873,0.23015559
2022-11-01/2022-12-01,0.042899832,0.27709013
2022-11-01/2022-12-01,0.037687402,0.2766547
2022-11-01/2022-12-01,0.037177905,0.16258535
2022-11-01/2022-12-01,0.05463582,0.20401248
2022-11-01/2022-12-01,0.067454204,0.33950165
2022-11-01/2022-12-01,0.08796144,0.34614426
2022-11-01/2022-12-01,0.060148653,0.27781677
2022-11-01/2022-12-01,0.055257957,0.26089686
2022-11-01/2022-12-01,0.07045012,0.3082823
2022-11-01/2022-12-01,0.07781109,0.3790968
2022-11-01/2022-12-01,0.0830867,0.53381234
2022-11-01/2022-12-01,0.07616565,0.5149877
2022-11-01/2022-12-01,0.07305901,0.4536155
2022-11-01/2022-12-01,0.05817797,0.271183
2022-11-01/2022-12-01,0.04648949,0.26573867
2022-11-01/2022-12-01,0.044559915,0.1988849
2022-11-01/2022-12-01,0.03449513,0.24801832
2022-11-01/2022-12-01,0.040898107,0.26525623
2022-11-01/2022-12-01,0.04684961,0.25142702
2022-11-01/2022-12-01,0.041167963,0.26160213
2022-11-01/2022-12-01,0.042962722,0.23440805
2022-11-01/2022-12-01,0.046143338,0.20497987
2022-11-01/2022-12-01,0.044533517,0.16301174
2022-11-01/2022-12-01,0.039473183,0.20860119
2022-11-01/2022-12-01,0.049360864,0.24998938
2022-11-01/2022-12-01,0.053173136,0.21765216
2022-11-01/2022-12-01,0.053543255,0.21245188
2022-11-01/2022-12-01,0.051856093,0.27068016
2022-11-01/2022-12-01,0.04985797,0.30368185
2022-11-01/2022-12-01,0.05495418,0.30387905
2022-11-01/2022-12-01,0.05666231,0.30113542
2022-11-01/2022-12-01,0.05948448,0.28486097
2022-11-01/2022-12-01,0.0669378,0.27762443
2022-11-01/2022-12-01,0.051395558,0.24408896
2022-11-01/2022-12-01,0.04009714,0.17913839
2022-11-01/2022-12-01,0.048404694,0.22838336
2022-11-01/2022-12-01,0.054319073,0.25301838
2022-11-01/2022-12-01,0.0578898,0.2555471
2022-11-01/2022-12-01,0.07440306,0.30662608
2022-11-01/2022-12-01,0.0939088,0.44211978
2022-11-01/2022-12-01,0.075795814,0.33492708
2022-11-01/2022-12-01,0.059740134,0.17424405
2022-11-01/2022-12-01,0.052339457,0.15855815
2022-11-01/2022-12-01,0.050029054,0.18524152
2022-11-01/2022-12-01,0.05358841,0.23160985
2022-11-01/2022-12-01,0.054979414,0.23789701
2022-11-01/2022-12-01,0.049744286,0.19454017
2022-11-01/2022-12-01,0.0517617,0.25338432
2022-11-01/2022-12-01,0.059055153,0.26715124
2022-11-01/2022-12-01,0.04829648,0.17631117
2022-11-01/2022-12-01,0.036998145,0.14872518
2022-11-01/2022-12-01,0.047350794,0.18457513
2022-11-01/2022-12-01,0.067269854,0.22884072
2022-11-01/2022-12-01,0.050539307,0.26999205
2022-11-01/2022-12-01,0.03812613,0.25056633
2022-11-01/2022-12-01,0.03812613,0.19820896
2022-11-01/2022-12-01,0.045590267,0.2587916
2022-11-01/2022-12-01,0.071208596,0.32905307
2022-11-01/2022-12-01,0.062340096,0.31263596
2022-11-01/2022-12-01,0.033356607,0.24315844
2022-11-01/2022-12-01,0.02667367,0.12175603
2022-11-01/2022-12-01,0.03589487,0.12639639
2022-11-01/2022-12-01,0.046163753,0.20522591
2022-11-01/2022-12-01,0.046520267,0.2058604
2022-11-01/2022-12-01,0.06122797,0.20793463
2022-11-01/2022-12-01,0.05031133,0.20009428
2022-11-01/2022-12-01,0.05031442,0.2450597
2022-11-01/2022-12-01,0.06146595,0.30144876
2022-11-01/2022-12-01,0.05037707,0.22819619
2022-11-01/2022-12-01,0.053086318,0.18632764
2022-11-01/2022-12-01,0.05268968,0.21437252
2022-11-01/2022-12-01,0.04330962,0.22501925
2022-11-01/2022-12-01,0.052334767,0.28436404
2022-11-01/2022-12-01,0.062134314,0.33404544
2022-11-01/2022-12-01,0.06309448,0.26273143
2022-11-01/2022-12-01,0.06830202,0.26902902
2022-11-01/2022-12-01,0.07535255,0.2882976
2022-11-01/2022-12-01,0.06451492,0.2581207
2022-11-01/2022-12-01,0.06710216,0.1789191
2022-11-01/2022-12-01,0.06501371,0.26850712
2022-11-01/2022-12-01,0.051063582,0.3064632
2022-11-01/2022-12-01,0.059943624,0.34156334
2022-11-01/2022-12-01,0.05553856,0.3034436
2022-11-01/2022-12-01,0.050122745,0.1979393
2022-11-01/2022-12-01,0.05851969,0.21555263
2022-11-01/2022-12-01,0.051395558,0.19148235
2022-11-01/2022-12-01,0.03783467,0.15298408
2022-11-01/2022-12-01,0.044975072,0.18847176
2022-11-01/2022-12-01,0.058043487,0.27211314
2022-11-01/2022-12-01,0.060713645,0.35834372
2022-11-01/2022-12-01,0.06750287,0.40116233
2022-11-01/2022-12-01,0.05998642,0.2829646
2022-11-01/2022-12-01,0.005754523,0.019818865
2022-11-01/2022-12-01,0.0043493826,0.016441649
2022-11-01/2022-12-01,0.004086434,0.016064297
2022-11-01/2022-12-01,0.008527556,0.020868326
2022-11-01/2022-12-01,0.005731455,0.021223739
2022-11-01/2022-12-01,0.005773178,0.021851538
2022-11-01/2022-12-01,0.008426035,0.022970961
2022-11-01/2022-12-01,0.0078099356,0.024096016
2022-11-01/2022-12-01,0.00693563,0.024140129
2022-11-01/2022-12-01,0.006696451,0.016840095
2022-11-01/2022-12-01,0.0045509236,0.015342429
2022-11-01/2022-12-01,0.0046021026,0.014766394
2022-11-01/2022-12-01,0.0043925038,0.01583993
2022-11-01/2022-12-01,0.0046852627,0.01641226
2022-11-01/2022-12-01,0.006183096,0.01821395
2022-11-01/2022-12-01,0.004653725,0.012083298
2022-11-01/2022-12-01,0.0037980059,0.011589261
2022-11-01/2022-12-01,0.0035882518,0.012381133
2022-11-01/2022-12-01,0.0041537704,0.0152912615
2022-11-01/2022-12-01,0.0046406984,0.016831398
2022-11-01/2022-12-01,0.0059470497,0.018155066
2022-11-01/2022-12-01,0.00436027,0.012158537
2022-11-01/2022-12-01,0.0042942036,0.012564022
2022-11-01/2022-12-01,0.004020137,0.012314815
2022-11-01/2022-12-01,0.0039463732,0.013293132
2022-11-01/2022-12-01,0.0038023524,0.015066978
2022-11-01/2022-12-01,0.0047084712,0.018674973
2022-11-01/2022-12-01,0.0053322935,0.021834794
2022-11-01/2022-12-01,0.0056405105,0.024922993
2022-11-01/2022-12-01,0.004006355,0.014413198
2022-11-01/2022-12-01,0.0044819303,0.015469998
2022-11-01/2022-12-01,0.004103112,0.014936121
2022-11-01/2022-12-01,0.0040064435,0.014667228
2022-11-01/2022-12-01,0.0038717715,0.013253661
2022-11-01/2022-12-01,0.0043370463,0.015903983
2022-11-01/2022-12-01,0.006247025,0.023459548
2022-11-01/2022-12-01,0.008899889,0.03201767
2022-11-01/2022-12-01,0.0066444296,0.03523642
2022-11-01/2022-12-01,0.0041820286,0.013747718
2022-11-01/2022-12-01,0.0041613914,0.013282919
2022-11-01/2022-12-01,0.003969023,0.013924191
2022-11-01/2022-12-01,0.003912835,0.014058119
2022-11-01/2022-12-01,0.004363343,0.01273361
2022-11-01/2022-12-01,0.0047802087,0.013576409
2022-11-01/2022-12-01,0.005463364,0.017700788
2022-11-01/2022-12-01,0.0055825124,0.022908257
2022-11-01/2022-12-01,0.004855956,0.024101086
2022-11-01/2022-12-01,0.006042056,0.02698018
2022-11-01/2022-12-01,0.004099739,0.01327746
2022-11-01/2022-12-01,0.0040026978,0.012523417
2022-11-01/2022-12-01,0.05785504,0.22627255
2022-11-01/2022-12-01,0.05121371,0.21618219
2022-11-01/2022-12-01,0.06218985,0.26075807
2022-11-01/2022-12-01,0.057694223,0.22555329
2022-11-01/2022-12-01,0.05561863,0.26532033
2022-11-01/2022-12-01,0.075438574,0.35644406
2022-11-01/2022-12-01,0.07114993,0.36920595
2022-11-01/2022-12-01,0.06715354,0.33596128
2022-11-01/2022-12-01,0.06718829,0.28976133
2022-11-01/2022-12-01,0.061227165,0.27078888
2022-11-01/2022-12-01,0.04980953,0.2178506
2022-11-01/2022-12-01,0.06635885,0.31530058
2022-11-01/2022-12-01,0.06120668,0.37924698
2022-11-01/2022-12-01,0.065722495,0.335703
2022-11-01/2022-12-01,0.06768063,0.26548067
2022-11-01/2022-12-01,0.065742485,0.22807819
2022-11-01/2022-12-01,0.05340925,0.24029346
2022-11-01/2022-12-01,0.049078435,0.251617
2022-11-01/2022-12-01,0.054302424,0.19767119
2022-11-01/2022-12-01,0.054021508,0.21833874
2022-11-01/2022-12-01,0.05070627,0.26651108
2022-11-01/2022-12-01,0.05426059,0.27268562
2022-11-01/2022-12-01,0.058610335,0.23007298
2022-11-01/2022-12-01,0.05412337,0.22807819
2022-11-01/2022-12-01,0.053252995,0.24296924
2022-11-01/2022-12-01,0.04891155,0.26566273
2022-11-01/2022-12-01,0.054946754,0.25778437
2022-11-01/2022-12-01,0.06340158,0.22221038
2022-11-01/2022-12-01,0.06889261,0.2036779
2022-11-01/2022-12-01,0.06673013,0.25048518
2022-11-01/2022-12-01,0.062972404,0.20531976
2022-11-01/2022-12-01,0.06087318,0.20304029
2022-11-01/2022-12-01,0.058116533,0.2291804
2022-11-01/2022-12-01,0.040443216,0.25411713
2022-11-01/2022-12-01,0.040763076,0.2735948
2022-11-01/2022-12-01,0.042776838,0.2553205
2022-11-01/2022-12-01,0.043126106,0.22565866
2022-11-01/2022-12-01,0.047255892,0.22632968
2022-11-01/2022-12-01,0.049703054,0.26666325
2022-11-01/2022-12-01,0.050379537,0.2480366
2022-11-01/2022-12-01,0.06563713,0.27442873
2022-11-01/2022-12-01,0.07224004,0.2944778
2022-11-01/2022-12-01,0.06401995,0.290221
2022-11-01/2022-12-01,0.056432232,0.19969317
2022-11-01/2022-12-01,0.05711218,0.18329892
2022-11-01/2022-12-01,0.056019478,0.22575659
2022-11-01/2022-12-01,0.046773165,0.26438847
2022-11-01/2022-12-01,0.047229063,0.2561844
2022-11-01/2022-12-01,0.04303986,0.2437065
2022-11-01/2022-12-01,0.04113595,0.23914213
2022-11-01/2022-12-01,0.006512941,0.01481827
2022-11-01/2022-12-01,0.00563664,0.012841019
2022-11-01/2022-12-01,0.0064824848,0.015215524
2022-11-01/2022-12-01,0.005384478,0.0147456415
2022-11-01/2022-12-01,0.005719665,0.017103594
2022-11-01/2022-12-01,0.0056977225,0.017575486
2022-11-01/2022-12-01,0.0052949195,0.015408859
2022-11-01/2022-12-01,0.0058988836,0.014550231
2022-11-01/2022-12-01,0.00549667,0.01601775
2022-11-01/2022-12-01,0.0052781887,0.017478235
2022-11-01/2022-12-01,0.005798922,0.018042317
2022-11-01/2022-12-01,0.006130034,0.016562482
2022-11-01/2022-12-01,0.005354914,0.016563036
2022-11-01/2022-12-01,0.0050328393,0.0141510535
2022-11-01/2022-12-01,0.0050310716,0.016473874
2022-11-01/2022-12-01,0.004781412,0.01649972
2022-11-01/2022-12-01,0.0058568837,0.014198191
2022-11-01/2022-12-01,0.006168019,0.014150446
2022-11-01/2022-12-01,0.0050496054,0.01641782
2022-11-01/2022-12-01,0.005398387,0.017079752
2022-11-01/2022-12-01,0.005126277,0.013410021
2022-11-01/2022-12-01,0.006508325,0.0150018
2022-11-01/2022-12-01,0.00555285,0.016065225
2022-11-01/2022-12-01,0.005649345,0.014224716
2022-11-01/2022-12-01,0.005846701,0.01214484
2022-11-01/2022-12-01,0.004400148,0.012128586
2022-11-01/2022-12-01,0.004649411,0.013006663
2022-11-01/2022-12-01,0.006067751,0.013205527
2022-11-01/2022-12-01,0.006068212,0.013394183
2022-11-01/2022-12-01,0.0056914277,0.013071179
2022-11-01/2022-12-01,0.0071213534,0.013062876
2022-11-01/2022-12-01,0.006202108,0.014113955
